density_rnd(Arts & Entertainment),density_rnd(College & University),density_rnd(Event),density_rnd(Food),density_rnd(Nightlife Spot),density_rnd(Outdoors & Recreation),density_rnd(Professional & Other Places),density_rnd(Residence),density_rnd(Shop & Service),density_rnd(Travel & Transport)
396.8253968253968,144.3001443001443,144.3001443001443,0.0,360.75036075036076,36.075036075036074,288.6002886002886,144.3001443001443,541.1255411255411,108.22510822510822
541.1255411255411,432.90043290043286,36.075036075036074,216.45021645021643,324.67532467532465,36.075036075036074,180.37518037518038,216.45021645021643,649.3506493506493,144.3001443001443
360.75036075036076,72.15007215007215,144.3001443001443,180.37518037518038,108.22510822510822,36.075036075036074,396.8253968253968,36.075036075036074,468.97546897546897,72.15007215007215
288.6002886002886,685.4256854256854,180.37518037518038,396.8253968253968,432.90043290043286,0.0,685.4256854256854,144.3001443001443,577.2005772005772,468.97546897546897
144.3001443001443,577.2005772005772,0.0,0.0,108.22510822510822,36.075036075036074,72.15007215007215,252.5252525252525,541.1255411255411,0.0
396.8253968253968,144.3001443001443,108.22510822510822,468.97546897546897,865.8008658008657,36.075036075036074,613.2756132756133,180.37518037518038,721.5007215007215,288.6002886002886
144.3001443001443,252.5252525252525,180.37518037518038,432.90043290043286,216.45021645021643,36.075036075036074,324.67532467532465,180.37518037518038,0.0,288.6002886002886
72.15007215007215,324.67532467532465,36.075036075036074,577.2005772005772,180.37518037518038,36.075036075036074,468.97546897546897,216.45021645021643,36.075036075036074,288.6002886002886
360.75036075036076,108.22510822510822,0.0,324.67532467532465,36.075036075036074,36.075036075036074,144.3001443001443,72.15007215007215,396.8253968253968,108.22510822510822
505.050505050505,144.3001443001443,0.0,360.75036075036076,649.3506493506493,36.075036075036074,505.050505050505,180.37518037518038,324.67532467532465,360.75036075036076
541.1255411255411,685.4256854256854,0.0,613.2756132756133,144.3001443001443,0.0,0.0,0.0,360.75036075036076,396.8253968253968
144.3001443001443,288.6002886002886,72.15007215007215,216.45021645021643,865.8008658008657,0.0,613.2756132756133,144.3001443001443,324.67532467532465,216.45021645021643
36.075036075036074,901.8759018759018,0.0,613.2756132756133,180.37518037518038,36.075036075036074,432.90043290043286,216.45021645021643,757.5757575757575,288.6002886002886
468.97546897546897,541.1255411255411,108.22510822510822,324.67532467532465,180.37518037518038,0.0,216.45021645021643,144.3001443001443,108.22510822510822,468.97546897546897
396.8253968253968,288.6002886002886,144.3001443001443,432.90043290043286,288.6002886002886,0.0,108.22510822510822,180.37518037518038,505.050505050505,36.075036075036074
216.45021645021643,36.075036075036074,180.37518037518038,324.67532467532465,577.2005772005772,0.0,108.22510822510822,0.0,0.0,144.3001443001443
180.37518037518038,144.3001443001443,36.075036075036074,613.2756132756133,432.90043290043286,36.075036075036074,468.97546897546897,0.0,0.0,216.45021645021643
432.90043290043286,144.3001443001443,108.22510822510822,144.3001443001443,577.2005772005772,0.0,108.22510822510822,180.37518037518038,468.97546897546897,360.75036075036076
180.37518037518038,360.75036075036076,180.37518037518038,468.97546897546897,396.8253968253968,36.075036075036074,541.1255411255411,108.22510822510822,721.5007215007215,216.45021645021643
72.15007215007215,0.0,144.3001443001443,468.97546897546897,865.8008658008657,0.0,108.22510822510822,144.3001443001443,577.2005772005772,108.22510822510822
36.075036075036074,541.1255411255411,108.22510822510822,108.22510822510822,721.5007215007215,0.0,288.6002886002886,180.37518037518038,36.075036075036074,288.6002886002886
396.8253968253968,901.8759018759018,0.0,324.67532467532465,721.5007215007215,36.075036075036074,108.22510822510822,0.0,180.37518037518038,324.67532467532465
396.8253968253968,685.4256854256854,72.15007215007215,541.1255411255411,360.75036075036076,36.075036075036074,505.050505050505,216.45021645021643,216.45021645021643,108.22510822510822
288.6002886002886,360.75036075036076,36.075036075036074,72.15007215007215,288.6002886002886,36.075036075036074,252.5252525252525,36.075036075036074,324.67532467532465,0.0
108.22510822510822,252.5252525252525,0.0,216.45021645021643,324.67532467532465,36.075036075036074,144.3001443001443,252.5252525252525,0.0,396.8253968253968
288.6002886002886,36.075036075036074,180.37518037518038,396.8253968253968,865.8008658008657,0.0,0.0,252.5252525252525,252.5252525252525,324.67532467532465
577.2005772005772,468.97546897546897,144.3001443001443,0.0,541.1255411255411,36.075036075036074,432.90043290043286,180.37518037518038,577.2005772005772,468.97546897546897
432.90043290043286,613.2756132756133,72.15007215007215,360.75036075036076,360.75036075036076,0.0,360.75036075036076,36.075036075036074,108.22510822510822,180.37518037518038
0.0,252.5252525252525,0.0,144.3001443001443,505.050505050505,0.0,0.0,252.5252525252525,757.5757575757575,288.6002886002886
288.6002886002886,541.1255411255411,72.15007215007215,505.050505050505,72.15007215007215,0.0,144.3001443001443,72.15007215007215,360.75036075036076,396.8253968253968
180.37518037518038,72.15007215007215,36.075036075036074,0.0,360.75036075036076,0.0,685.4256854256854,180.37518037518038,396.8253968253968,468.97546897546897
432.90043290043286,541.1255411255411,180.37518037518038,216.45021645021643,721.5007215007215,0.0,396.8253968253968,36.075036075036074,541.1255411255411,216.45021645021643
216.45021645021643,216.45021645021643,144.3001443001443,541.1255411255411,288.6002886002886,36.075036075036074,649.3506493506493,144.3001443001443,0.0,432.90043290043286
432.90043290043286,505.050505050505,108.22510822510822,108.22510822510822,613.2756132756133,36.075036075036074,505.050505050505,180.37518037518038,577.2005772005772,144.3001443001443
180.37518037518038,216.45021645021643,108.22510822510822,360.75036075036076,252.5252525252525,36.075036075036074,649.3506493506493,72.15007215007215,324.67532467532465,216.45021645021643
216.45021645021643,180.37518037518038,72.15007215007215,324.67532467532465,72.15007215007215,36.075036075036074,252.5252525252525,252.5252525252525,541.1255411255411,324.67532467532465
108.22510822510822,180.37518037518038,0.0,541.1255411255411,613.2756132756133,0.0,360.75036075036076,144.3001443001443,432.90043290043286,396.8253968253968
36.075036075036074,36.075036075036074,144.3001443001443,360.75036075036076,108.22510822510822,0.0,0.0,0.0,757.5757575757575,324.67532467532465
180.37518037518038,432.90043290043286,144.3001443001443,396.8253968253968,757.5757575757575,0.0,144.3001443001443,36.075036075036074,180.37518037518038,468.97546897546897
505.050505050505,108.22510822510822,36.075036075036074,216.45021645021643,324.67532467532465,36.075036075036074,396.8253968253968,252.5252525252525,396.8253968253968,288.6002886002886
72.15007215007215,757.5757575757575,0.0,577.2005772005772,108.22510822510822,36.075036075036074,72.15007215007215,216.45021645021643,468.97546897546897,0.0
468.97546897546897,36.075036075036074,36.075036075036074,541.1255411255411,108.22510822510822,36.075036075036074,108.22510822510822,252.5252525252525,144.3001443001443,180.37518037518038
72.15007215007215,144.3001443001443,144.3001443001443,108.22510822510822,288.6002886002886,36.075036075036074,468.97546897546897,72.15007215007215,216.45021645021643,144.3001443001443
541.1255411255411,72.15007215007215,0.0,0.0,108.22510822510822,36.075036075036074,541.1255411255411,108.22510822510822,360.75036075036076,288.6002886002886
36.075036075036074,180.37518037518038,108.22510822510822,613.2756132756133,324.67532467532465,0.0,324.67532467532465,72.15007215007215,360.75036075036076,288.6002886002886
360.75036075036076,396.8253968253968,144.3001443001443,288.6002886002886,757.5757575757575,0.0,108.22510822510822,180.37518037518038,757.5757575757575,396.8253968253968
505.050505050505,180.37518037518038,108.22510822510822,252.5252525252525,432.90043290043286,0.0,72.15007215007215,216.45021645021643,108.22510822510822,0.0
432.90043290043286,216.45021645021643,36.075036075036074,180.37518037518038,793.6507936507936,36.075036075036074,36.075036075036074,180.37518037518038,649.3506493506493,360.75036075036076
577.2005772005772,144.3001443001443,180.37518037518038,36.075036075036074,829.7258297258297,36.075036075036074,36.075036075036074,108.22510822510822,324.67532467532465,360.75036075036076
216.45021645021643,757.5757575757575,108.22510822510822,36.075036075036074,685.4256854256854,36.075036075036074,144.3001443001443,36.075036075036074,396.8253968253968,288.6002886002886
360.75036075036076,0.0,144.3001443001443,180.37518037518038,505.050505050505,36.075036075036074,324.67532467532465,108.22510822510822,468.97546897546897,288.6002886002886
541.1255411255411,396.8253968253968,72.15007215007215,613.2756132756133,793.6507936507936,36.075036075036074,216.45021645021643,36.075036075036074,252.5252525252525,180.37518037518038
0.0,468.97546897546897,180.37518037518038,72.15007215007215,541.1255411255411,0.0,396.8253968253968,0.0,757.5757575757575,360.75036075036076
360.75036075036076,324.67532467532465,36.075036075036074,541.1255411255411,252.5252525252525,36.075036075036074,108.22510822510822,0.0,36.075036075036074,180.37518037518038
252.5252525252525,36.075036075036074,0.0,396.8253968253968,396.8253968253968,0.0,396.8253968253968,36.075036075036074,685.4256854256854,72.15007215007215
468.97546897546897,757.5757575757575,180.37518037518038,505.050505050505,72.15007215007215,36.075036075036074,72.15007215007215,216.45021645021643,216.45021645021643,0.0
144.3001443001443,144.3001443001443,144.3001443001443,432.90043290043286,865.8008658008657,36.075036075036074,396.8253968253968,108.22510822510822,360.75036075036076,324.67532467532465
505.050505050505,108.22510822510822,108.22510822510822,577.2005772005772,685.4256854256854,0.0,685.4256854256854,72.15007215007215,685.4256854256854,288.6002886002886
216.45021645021643,468.97546897546897,108.22510822510822,180.37518037518038,793.6507936507936,36.075036075036074,216.45021645021643,252.5252525252525,721.5007215007215,0.0
432.90043290043286,432.90043290043286,72.15007215007215,36.075036075036074,396.8253968253968,36.075036075036074,144.3001443001443,36.075036075036074,432.90043290043286,432.90043290043286
36.075036075036074,505.050505050505,108.22510822510822,468.97546897546897,613.2756132756133,36.075036075036074,180.37518037518038,36.075036075036074,144.3001443001443,0.0
180.37518037518038,0.0,108.22510822510822,180.37518037518038,252.5252525252525,0.0,541.1255411255411,108.22510822510822,108.22510822510822,288.6002886002886
36.075036075036074,396.8253968253968,72.15007215007215,72.15007215007215,216.45021645021643,0.0,432.90043290043286,144.3001443001443,252.5252525252525,324.67532467532465
432.90043290043286,505.050505050505,72.15007215007215,288.6002886002886,901.8759018759018,36.075036075036074,288.6002886002886,72.15007215007215,72.15007215007215,108.22510822510822
577.2005772005772,649.3506493506493,36.075036075036074,36.075036075036074,541.1255411255411,36.075036075036074,0.0,216.45021645021643,72.15007215007215,0.0
36.075036075036074,901.8759018759018,108.22510822510822,505.050505050505,541.1255411255411,0.0,541.1255411255411,252.5252525252525,36.075036075036074,108.22510822510822
324.67532467532465,108.22510822510822,180.37518037518038,0.0,757.5757575757575,36.075036075036074,613.2756132756133,216.45021645021643,180.37518037518038,360.75036075036076
324.67532467532465,216.45021645021643,108.22510822510822,144.3001443001443,396.8253968253968,36.075036075036074,216.45021645021643,108.22510822510822,468.97546897546897,108.22510822510822
252.5252525252525,0.0,36.075036075036074,252.5252525252525,721.5007215007215,36.075036075036074,324.67532467532465,0.0,252.5252525252525,108.22510822510822
541.1255411255411,721.5007215007215,0.0,144.3001443001443,649.3506493506493,36.075036075036074,72.15007215007215,252.5252525252525,721.5007215007215,396.8253968253968
360.75036075036076,396.8253968253968,144.3001443001443,505.050505050505,216.45021645021643,0.0,144.3001443001443,216.45021645021643,180.37518037518038,252.5252525252525
216.45021645021643,144.3001443001443,108.22510822510822,180.37518037518038,649.3506493506493,36.075036075036074,0.0,144.3001443001443,144.3001443001443,360.75036075036076
288.6002886002886,793.6507936507936,180.37518037518038,577.2005772005772,613.2756132756133,0.0,216.45021645021643,36.075036075036074,721.5007215007215,288.6002886002886
468.97546897546897,901.8759018759018,108.22510822510822,36.075036075036074,541.1255411255411,36.075036075036074,649.3506493506493,216.45021645021643,144.3001443001443,288.6002886002886
216.45021645021643,252.5252525252525,36.075036075036074,541.1255411255411,685.4256854256854,0.0,432.90043290043286,144.3001443001443,396.8253968253968,36.075036075036074
324.67532467532465,180.37518037518038,0.0,180.37518037518038,541.1255411255411,36.075036075036074,36.075036075036074,216.45021645021643,144.3001443001443,180.37518037518038
108.22510822510822,252.5252525252525,180.37518037518038,216.45021645021643,0.0,0.0,468.97546897546897,216.45021645021643,252.5252525252525,72.15007215007215
432.90043290043286,468.97546897546897,144.3001443001443,180.37518037518038,360.75036075036076,0.0,468.97546897546897,144.3001443001443,144.3001443001443,108.22510822510822
144.3001443001443,505.050505050505,108.22510822510822,0.0,108.22510822510822,36.075036075036074,180.37518037518038,36.075036075036074,36.075036075036074,468.97546897546897
144.3001443001443,937.9509379509379,180.37518037518038,216.45021645021643,216.45021645021643,36.075036075036074,505.050505050505,0.0,685.4256854256854,468.97546897546897
468.97546897546897,937.9509379509379,108.22510822510822,36.075036075036074,793.6507936507936,36.075036075036074,0.0,0.0,541.1255411255411,324.67532467532465
180.37518037518038,901.8759018759018,144.3001443001443,324.67532467532465,72.15007215007215,36.075036075036074,613.2756132756133,72.15007215007215,216.45021645021643,288.6002886002886
396.8253968253968,180.37518037518038,0.0,0.0,901.8759018759018,36.075036075036074,0.0,108.22510822510822,613.2756132756133,108.22510822510822
72.15007215007215,180.37518037518038,36.075036075036074,144.3001443001443,288.6002886002886,36.075036075036074,72.15007215007215,252.5252525252525,108.22510822510822,324.67532467532465
324.67532467532465,505.050505050505,180.37518037518038,468.97546897546897,865.8008658008657,0.0,144.3001443001443,36.075036075036074,108.22510822510822,468.97546897546897
432.90043290043286,829.7258297258297,36.075036075036074,252.5252525252525,649.3506493506493,36.075036075036074,541.1255411255411,108.22510822510822,108.22510822510822,396.8253968253968
324.67532467532465,360.75036075036076,0.0,252.5252525252525,541.1255411255411,0.0,108.22510822510822,216.45021645021643,324.67532467532465,468.97546897546897
577.2005772005772,721.5007215007215,72.15007215007215,288.6002886002886,36.075036075036074,0.0,577.2005772005772,216.45021645021643,505.050505050505,432.90043290043286
252.5252525252525,36.075036075036074,108.22510822510822,180.37518037518038,649.3506493506493,0.0,252.5252525252525,0.0,108.22510822510822,288.6002886002886
541.1255411255411,396.8253968253968,36.075036075036074,505.050505050505,505.050505050505,36.075036075036074,360.75036075036076,108.22510822510822,505.050505050505,180.37518037518038
72.15007215007215,144.3001443001443,72.15007215007215,252.5252525252525,685.4256854256854,0.0,541.1255411255411,108.22510822510822,649.3506493506493,144.3001443001443
36.075036075036074,468.97546897546897,0.0,216.45021645021643,505.050505050505,0.0,468.97546897546897,108.22510822510822,577.2005772005772,144.3001443001443
216.45021645021643,685.4256854256854,72.15007215007215,613.2756132756133,468.97546897546897,36.075036075036074,396.8253968253968,108.22510822510822,108.22510822510822,468.97546897546897
216.45021645021643,180.37518037518038,108.22510822510822,613.2756132756133,505.050505050505,0.0,180.37518037518038,252.5252525252525,36.075036075036074,36.075036075036074
541.1255411255411,288.6002886002886,36.075036075036074,144.3001443001443,180.37518037518038,0.0,613.2756132756133,180.37518037518038,216.45021645021643,288.6002886002886
36.075036075036074,505.050505050505,72.15007215007215,216.45021645021643,757.5757575757575,36.075036075036074,505.050505050505,36.075036075036074,360.75036075036076,252.5252525252525
108.22510822510822,577.2005772005772,180.37518037518038,360.75036075036076,721.5007215007215,36.075036075036074,685.4256854256854,72.15007215007215,613.2756132756133,432.90043290043286
396.8253968253968,757.5757575757575,36.075036075036074,108.22510822510822,541.1255411255411,36.075036075036074,432.90043290043286,108.22510822510822,324.67532467532465,288.6002886002886
180.37518037518038,613.2756132756133,0.0,432.90043290043286,577.2005772005772,36.075036075036074,396.8253968253968,72.15007215007215,468.97546897546897,396.8253968253968
324.67532467532465,829.7258297258297,108.22510822510822,613.2756132756133,0.0,0.0,649.3506493506493,108.22510822510822,685.4256854256854,252.5252525252525
252.5252525252525,360.75036075036076,180.37518037518038,144.3001443001443,0.0,0.0,0.0,108.22510822510822,432.90043290043286,216.45021645021643
577.2005772005772,288.6002886002886,180.37518037518038,216.45021645021643,252.5252525252525,0.0,288.6002886002886,216.45021645021643,649.3506493506493,180.37518037518038
288.6002886002886,396.8253968253968,72.15007215007215,36.075036075036074,541.1255411255411,36.075036075036074,324.67532467532465,0.0,36.075036075036074,468.97546897546897
216.45021645021643,901.8759018759018,0.0,0.0,829.7258297258297,36.075036075036074,396.8253968253968,108.22510822510822,432.90043290043286,252.5252525252525
396.8253968253968,721.5007215007215,36.075036075036074,396.8253968253968,144.3001443001443,0.0,649.3506493506493,216.45021645021643,324.67532467532465,180.37518037518038
144.3001443001443,793.6507936507936,36.075036075036074,0.0,829.7258297258297,36.075036075036074,144.3001443001443,0.0,180.37518037518038,144.3001443001443
577.2005772005772,649.3506493506493,72.15007215007215,577.2005772005772,0.0,36.075036075036074,541.1255411255411,108.22510822510822,505.050505050505,180.37518037518038
541.1255411255411,937.9509379509379,108.22510822510822,324.67532467532465,144.3001443001443,0.0,649.3506493506493,252.5252525252525,468.97546897546897,0.0
396.8253968253968,577.2005772005772,36.075036075036074,577.2005772005772,829.7258297258297,0.0,432.90043290043286,72.15007215007215,72.15007215007215,180.37518037518038
541.1255411255411,829.7258297258297,144.3001443001443,216.45021645021643,865.8008658008657,36.075036075036074,613.2756132756133,252.5252525252525,432.90043290043286,108.22510822510822
180.37518037518038,72.15007215007215,180.37518037518038,613.2756132756133,288.6002886002886,36.075036075036074,216.45021645021643,72.15007215007215,432.90043290043286,396.8253968253968
108.22510822510822,721.5007215007215,72.15007215007215,72.15007215007215,468.97546897546897,36.075036075036074,144.3001443001443,144.3001443001443,72.15007215007215,180.37518037518038
468.97546897546897,324.67532467532465,144.3001443001443,360.75036075036076,216.45021645021643,0.0,324.67532467532465,216.45021645021643,721.5007215007215,360.75036075036076
432.90043290043286,144.3001443001443,0.0,36.075036075036074,865.8008658008657,0.0,649.3506493506493,108.22510822510822,396.8253968253968,468.97546897546897
0.0,252.5252525252525,144.3001443001443,324.67532467532465,324.67532467532465,36.075036075036074,505.050505050505,180.37518037518038,685.4256854256854,468.97546897546897
180.37518037518038,757.5757575757575,72.15007215007215,252.5252525252525,505.050505050505,36.075036075036074,432.90043290043286,36.075036075036074,216.45021645021643,324.67532467532465
108.22510822510822,577.2005772005772,180.37518037518038,613.2756132756133,865.8008658008657,36.075036075036074,613.2756132756133,108.22510822510822,36.075036075036074,324.67532467532465
541.1255411255411,757.5757575757575,108.22510822510822,252.5252525252525,288.6002886002886,0.0,541.1255411255411,36.075036075036074,36.075036075036074,0.0
288.6002886002886,613.2756132756133,0.0,288.6002886002886,793.6507936507936,36.075036075036074,252.5252525252525,216.45021645021643,468.97546897546897,216.45021645021643
541.1255411255411,360.75036075036076,144.3001443001443,288.6002886002886,432.90043290043286,0.0,613.2756132756133,108.22510822510822,36.075036075036074,72.15007215007215
577.2005772005772,721.5007215007215,0.0,72.15007215007215,685.4256854256854,36.075036075036074,505.050505050505,180.37518037518038,396.8253968253968,432.90043290043286
144.3001443001443,721.5007215007215,0.0,216.45021645021643,468.97546897546897,0.0,180.37518037518038,108.22510822510822,36.075036075036074,252.5252525252525
468.97546897546897,649.3506493506493,180.37518037518038,324.67532467532465,613.2756132756133,36.075036075036074,685.4256854256854,144.3001443001443,757.5757575757575,144.3001443001443
360.75036075036076,324.67532467532465,180.37518037518038,577.2005772005772,505.050505050505,0.0,216.45021645021643,216.45021645021643,613.2756132756133,360.75036075036076
396.8253968253968,757.5757575757575,180.37518037518038,288.6002886002886,72.15007215007215,0.0,180.37518037518038,0.0,36.075036075036074,432.90043290043286
0.0,144.3001443001443,180.37518037518038,505.050505050505,432.90043290043286,0.0,360.75036075036076,108.22510822510822,252.5252525252525,468.97546897546897
577.2005772005772,360.75036075036076,180.37518037518038,252.5252525252525,396.8253968253968,36.075036075036074,288.6002886002886,252.5252525252525,324.67532467532465,252.5252525252525
252.5252525252525,721.5007215007215,108.22510822510822,180.37518037518038,72.15007215007215,0.0,649.3506493506493,0.0,396.8253968253968,252.5252525252525
72.15007215007215,901.8759018759018,108.22510822510822,324.67532467532465,108.22510822510822,36.075036075036074,324.67532467532465,252.5252525252525,396.8253968253968,72.15007215007215
360.75036075036076,180.37518037518038,108.22510822510822,360.75036075036076,252.5252525252525,0.0,252.5252525252525,180.37518037518038,288.6002886002886,72.15007215007215
360.75036075036076,216.45021645021643,144.3001443001443,360.75036075036076,505.050505050505,0.0,613.2756132756133,0.0,252.5252525252525,216.45021645021643
