Latitude,Longitude,f(Arts & Entertainment),f(College & University),f(Event),f(Food),f(Nightlife Spot),f(Outdoors & Recreation),f(Professional & Other Places),f(Residence),f(Shop & Service),f(Travel & Transport)
45.08126024116418,7.662320137023926,0.0,0.0,0.0,3.0,1.0,0.0,6.0,6.0,9.0,2.0
45.08126024116418,7.66446590423584,0.0,0.0,0.0,3.0,0.0,1.0,1.0,7.0,6.0,0.0
45.08126024116418,7.666611671447754,0.0,0.0,0.0,0.0,1.0,0.0,5.0,21.0,1.0,1.0
45.08126024116418,7.668757438659668,2.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,1.0
45.08126024116418,7.670903205871582,1.0,0.0,0.0,5.0,0.0,0.0,3.0,6.0,5.0,1.0
45.08126024116418,7.673048973083496,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0
45.08126024116418,7.67519474029541,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0
45.08126024116418,7.677340507507324,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0
45.08126024116418,7.679486274719238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.08126024116418,7.681632041931152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
45.08126024116418,7.683777809143066,1.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,5.0,0.0
45.08126024116418,7.6859235763549805,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0
45.08126024116418,7.6880693435668945,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0
45.08126024116418,7.690215110778809,1.0,1.0,0.0,8.0,1.0,1.0,2.0,6.0,4.0,2.0
45.08126024116418,7.692360877990723,2.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,4.0,1.0
45.08126024116418,7.694506645202637,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0
45.08126024116418,7.696652412414551,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0
45.08126024116418,7.698798179626465,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0
45.08126024116418,7.700943946838379,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45.08126024116418,7.703089714050293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0797689805887,7.662320137023926,2.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0
45.0797689805887,7.66446590423584,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
45.0797689805887,7.666611671447754,0.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,4.0,0.0
45.0797689805887,7.668757438659668,1.0,2.0,0.0,2.0,0.0,0.0,3.0,6.0,1.0,0.0
45.0797689805887,7.670903205871582,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0
45.0797689805887,7.673048973083496,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
45.0797689805887,7.67519474029541,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0
45.0797689805887,7.677340507507324,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0
45.0797689805887,7.679486274719238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
45.0797689805887,7.681632041931152,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
45.0797689805887,7.683777809143066,1.0,0.0,0.0,12.0,4.0,1.0,0.0,3.0,6.0,1.0
45.0797689805887,7.6859235763549805,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
45.0797689805887,7.6880693435668945,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
45.0797689805887,7.690215110778809,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
45.0797689805887,7.692360877990723,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0
45.0797689805887,7.694506645202637,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
45.0797689805887,7.696652412414551,1.0,0.0,0.0,3.0,1.0,0.0,6.0,2.0,3.0,0.0
45.0797689805887,7.698798179626465,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
45.0797689805887,7.700943946838379,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
45.0797689805887,7.703089714050293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.078277720013226,7.662320137023926,1.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0
45.078277720013226,7.66446590423584,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,6.0,0.0
45.078277720013226,7.666611671447754,1.0,0.0,0.0,8.0,2.0,1.0,2.0,2.0,7.0,0.0
45.078277720013226,7.668757438659668,1.0,0.0,0.0,6.0,3.0,0.0,4.0,1.0,6.0,0.0
45.078277720013226,7.670903205871582,0.0,0.0,0.0,6.0,3.0,1.0,4.0,2.0,2.0,2.0
45.078277720013226,7.673048973083496,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0
45.078277720013226,7.67519474029541,0.0,0.0,0.0,5.0,2.0,0.0,5.0,5.0,2.0,0.0
45.078277720013226,7.677340507507324,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0
45.078277720013226,7.679486274719238,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0
45.078277720013226,7.681632041931152,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0
45.078277720013226,7.683777809143066,0.0,0.0,0.0,5.0,1.0,1.0,2.0,4.0,5.0,0.0
45.078277720013226,7.6859235763549805,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
45.078277720013226,7.6880693435668945,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0
45.078277720013226,7.690215110778809,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
45.078277720013226,7.692360877990723,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0
45.078277720013226,7.694506645202637,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0
45.078277720013226,7.696652412414551,2.0,1.0,0.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0
45.078277720013226,7.698798179626465,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
45.078277720013226,7.700943946838379,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
45.078277720013226,7.703089714050293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45.07678645943775,7.662320137023926,1.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,2.0,0.0
45.07678645943775,7.66446590423584,1.0,0.0,0.0,5.0,0.0,1.0,1.0,5.0,4.0,3.0
45.07678645943775,7.666611671447754,0.0,0.0,0.0,3.0,1.0,0.0,6.0,1.0,6.0,1.0
45.07678645943775,7.668757438659668,1.0,0.0,0.0,6.0,1.0,0.0,3.0,5.0,6.0,3.0
45.07678645943775,7.670903205871582,1.0,0.0,0.0,8.0,0.0,2.0,7.0,0.0,7.0,4.0
45.07678645943775,7.673048973083496,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,4.0,1.0
45.07678645943775,7.67519474029541,7.0,0.0,0.0,5.0,2.0,0.0,4.0,5.0,4.0,3.0
45.07678645943775,7.677340507507324,2.0,0.0,0.0,5.0,2.0,0.0,5.0,3.0,2.0,6.0
45.07678645943775,7.679486274719238,1.0,0.0,0.0,9.0,7.0,2.0,2.0,3.0,3.0,2.0
45.07678645943775,7.681632041931152,1.0,0.0,0.0,16.0,6.0,1.0,2.0,3.0,1.0,0.0
45.07678645943775,7.683777809143066,0.0,0.0,0.0,7.0,0.0,1.0,2.0,1.0,9.0,1.0
45.07678645943775,7.6859235763549805,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0
45.07678645943775,7.6880693435668945,0.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0,3.0,4.0
45.07678645943775,7.690215110778809,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,3.0,2.0
45.07678645943775,7.692360877990723,0.0,0.0,0.0,6.0,1.0,1.0,7.0,1.0,1.0,2.0
45.07678645943775,7.694506645202637,2.0,0.0,0.0,6.0,2.0,2.0,2.0,6.0,8.0,1.0
45.07678645943775,7.696652412414551,2.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,5.0,0.0
45.07678645943775,7.698798179626465,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0
45.07678645943775,7.700943946838379,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
45.07678645943775,7.703089714050293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45.07529519886227,7.662320137023926,0.0,0.0,0.0,1.0,1.0,1.0,8.0,6.0,9.0,0.0
45.07529519886227,7.66446590423584,1.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,6.0,1.0
45.07529519886227,7.666611671447754,0.0,0.0,0.0,4.0,0.0,0.0,5.0,3.0,2.0,0.0
45.07529519886227,7.668757438659668,0.0,0.0,0.0,9.0,0.0,0.0,4.0,3.0,3.0,5.0
45.07529519886227,7.670903205871582,1.0,1.0,0.0,11.0,1.0,0.0,3.0,2.0,8.0,1.0
45.07529519886227,7.673048973083496,0.0,1.0,0.0,9.0,0.0,0.0,5.0,1.0,11.0,3.0
45.07529519886227,7.67519474029541,2.0,2.0,0.0,8.0,1.0,0.0,4.0,2.0,10.0,1.0
45.07529519886227,7.677340507507324,0.0,0.0,0.0,9.0,2.0,1.0,3.0,2.0,9.0,3.0
45.07529519886227,7.679486274719238,3.0,0.0,0.0,8.0,6.0,1.0,2.0,3.0,6.0,1.0
45.07529519886227,7.681632041931152,1.0,1.0,0.0,10.0,5.0,3.0,1.0,4.0,4.0,0.0
45.07529519886227,7.683777809143066,2.0,0.0,0.0,7.0,1.0,0.0,4.0,3.0,6.0,3.0
45.07529519886227,7.6859235763549805,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
45.07529519886227,7.6880693435668945,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0
45.07529519886227,7.690215110778809,0.0,1.0,0.0,3.0,0.0,0.0,1.0,6.0,3.0,0.0
45.07529519886227,7.692360877990723,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,4.0,1.0
45.07529519886227,7.694506645202637,2.0,0.0,0.0,6.0,1.0,0.0,1.0,4.0,6.0,1.0
45.07529519886227,7.696652412414551,1.0,0.0,0.0,4.0,1.0,0.0,4.0,7.0,5.0,0.0
45.07529519886227,7.698798179626465,2.0,0.0,0.0,3.0,2.0,2.0,0.0,6.0,1.0,0.0
45.07529519886227,7.700943946838379,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
45.07529519886227,7.703089714050293,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
45.073803938286794,7.662320137023926,1.0,0.0,0.0,10.0,0.0,2.0,3.0,0.0,12.0,1.0
45.073803938286794,7.66446590423584,0.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,9.0,3.0
45.073803938286794,7.666611671447754,0.0,0.0,0.0,6.0,0.0,1.0,2.0,1.0,5.0,8.0
45.073803938286794,7.668757438659668,0.0,0.0,0.0,8.0,1.0,1.0,4.0,0.0,3.0,13.0
45.073803938286794,7.670903205871582,2.0,5.0,0.0,6.0,2.0,0.0,4.0,4.0,4.0,1.0
45.073803938286794,7.673048973083496,4.0,0.0,0.0,4.0,1.0,0.0,7.0,5.0,6.0,2.0
45.073803938286794,7.67519474029541,1.0,4.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0
45.073803938286794,7.677340507507324,1.0,0.0,0.0,10.0,1.0,0.0,3.0,3.0,11.0,1.0
45.073803938286794,7.679486274719238,3.0,0.0,0.0,11.0,2.0,0.0,2.0,0.0,9.0,3.0
45.073803938286794,7.681632041931152,2.0,0.0,0.0,17.0,2.0,0.0,2.0,4.0,2.0,1.0
45.073803938286794,7.683777809143066,0.0,0.0,0.0,10.0,4.0,2.0,10.0,1.0,1.0,2.0
45.073803938286794,7.6859235763549805,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
45.073803938286794,7.6880693435668945,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
45.073803938286794,7.690215110778809,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,4.0,2.0
45.073803938286794,7.692360877990723,0.0,0.0,0.0,3.0,2.0,0.0,3.0,6.0,3.0,0.0
45.073803938286794,7.694506645202637,0.0,0.0,0.0,7.0,3.0,0.0,3.0,8.0,7.0,2.0
45.073803938286794,7.696652412414551,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45.073803938286794,7.698798179626465,0.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
45.073803938286794,7.700943946838379,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45.073803938286794,7.703089714050293,2.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0
45.07231267771132,7.662320137023926,0.0,0.0,0.0,6.0,0.0,0.0,8.0,7.0,7.0,2.0
45.07231267771132,7.66446590423584,0.0,2.0,0.0,7.0,1.0,0.0,2.0,3.0,3.0,2.0
45.07231267771132,7.666611671447754,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,19.0
45.07231267771132,7.668757438659668,1.0,0.0,0.0,2.0,1.0,0.0,8.0,1.0,3.0,1.0
45.07231267771132,7.670903205871582,0.0,1.0,0.0,7.0,1.0,0.0,5.0,3.0,11.0,2.0
45.07231267771132,7.673048973083496,0.0,2.0,0.0,8.0,0.0,0.0,6.0,2.0,3.0,1.0
45.07231267771132,7.67519474029541,0.0,1.0,0.0,11.0,0.0,1.0,4.0,6.0,4.0,2.0
45.07231267771132,7.677340507507324,1.0,0.0,0.0,12.0,0.0,1.0,8.0,4.0,3.0,1.0
45.07231267771132,7.679486274719238,1.0,0.0,0.0,7.0,1.0,1.0,7.0,1.0,9.0,3.0
45.07231267771132,7.681632041931152,1.0,0.0,0.0,16.0,0.0,4.0,1.0,2.0,5.0,1.0
45.07231267771132,7.683777809143066,0.0,1.0,0.0,11.0,0.0,0.0,1.0,3.0,11.0,3.0
45.07231267771132,7.6859235763549805,6.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,3.0,0.0
45.07231267771132,7.6880693435668945,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
45.07231267771132,7.690215110778809,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
45.07231267771132,7.692360877990723,2.0,1.0,0.0,9.0,1.0,1.0,1.0,3.0,6.0,2.0
45.07231267771132,7.694506645202637,5.0,1.0,0.0,8.0,0.0,1.0,1.0,2.0,7.0,2.0
45.07231267771132,7.696652412414551,1.0,7.0,0.0,10.0,2.0,1.0,1.0,1.0,4.0,3.0
45.07231267771132,7.698798179626465,0.0,3.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0
45.07231267771132,7.700943946838379,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
45.07231267771132,7.703089714050293,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0
45.07082141713584,7.662320137023926,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
45.07082141713584,7.66446590423584,0.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,2.0,3.0
45.07082141713584,7.666611671447754,0.0,0.0,0.0,3.0,0.0,1.0,12.0,1.0,5.0,8.0
45.07082141713584,7.668757438659668,0.0,0.0,0.0,3.0,0.0,0.0,12.0,1.0,6.0,0.0
45.07082141713584,7.670903205871582,0.0,4.0,0.0,5.0,0.0,0.0,13.0,2.0,4.0,1.0
45.07082141713584,7.673048973083496,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,0.0
45.07082141713584,7.67519474029541,0.0,0.0,0.0,4.0,0.0,0.0,7.0,3.0,4.0,5.0
45.07082141713584,7.677340507507324,0.0,0.0,0.0,13.0,0.0,3.0,8.0,0.0,4.0,0.0
45.07082141713584,7.679486274719238,0.0,0.0,0.0,8.0,1.0,1.0,3.0,3.0,9.0,5.0
45.07082141713584,7.681632041931152,1.0,0.0,0.0,15.0,0.0,0.0,2.0,1.0,8.0,2.0
45.07082141713584,7.683777809143066,0.0,0.0,0.0,6.0,0.0,1.0,3.0,1.0,15.0,3.0
45.07082141713584,7.6859235763549805,4.0,1.0,0.0,9.0,1.0,4.0,1.0,0.0,9.0,1.0
45.07082141713584,7.6880693435668945,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0
45.07082141713584,7.690215110778809,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
45.07082141713584,7.692360877990723,1.0,2.0,0.0,4.0,0.0,1.0,4.0,5.0,3.0,2.0
45.07082141713584,7.694506645202637,2.0,3.0,0.0,5.0,3.0,0.0,6.0,2.0,8.0,1.0
45.07082141713584,7.696652412414551,2.0,2.0,0.0,6.0,3.0,0.0,7.0,4.0,4.0,2.0
45.07082141713584,7.698798179626465,2.0,0.0,0.0,5.0,2.0,2.0,3.0,9.0,7.0,0.0
45.07082141713584,7.700943946838379,0.0,0.0,0.0,6.0,3.0,1.0,5.0,6.0,3.0,1.0
45.07082141713584,7.703089714050293,1.0,1.0,0.0,7.0,1.0,2.0,1.0,5.0,6.0,2.0
45.06933015656036,7.662320137023926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0
45.06933015656036,7.66446590423584,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0
45.06933015656036,7.666611671447754,0.0,0.0,0.0,6.0,0.0,0.0,7.0,12.0,2.0,2.0
45.06933015656036,7.668757438659668,2.0,0.0,0.0,4.0,0.0,2.0,8.0,2.0,7.0,4.0
45.06933015656036,7.670903205871582,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,2.0,0.0
45.06933015656036,7.673048973083496,0.0,0.0,0.0,3.0,1.0,0.0,9.0,2.0,2.0,1.0
45.06933015656036,7.67519474029541,0.0,2.0,0.0,3.0,1.0,2.0,8.0,1.0,6.0,1.0
45.06933015656036,7.677340507507324,2.0,0.0,0.0,11.0,0.0,1.0,3.0,0.0,11.0,1.0
45.06933015656036,7.679486274719238,2.0,1.0,0.0,5.0,0.0,0.0,7.0,4.0,8.0,3.0
45.06933015656036,7.681632041931152,3.0,1.0,0.0,5.0,1.0,2.0,1.0,1.0,12.0,4.0
45.06933015656036,7.683777809143066,2.0,1.0,0.0,9.0,2.0,1.0,0.0,0.0,14.0,1.0
45.06933015656036,7.6859235763549805,5.0,1.0,0.0,14.0,1.0,3.0,0.0,0.0,4.0,1.0
45.06933015656036,7.6880693435668945,1.0,7.0,0.0,9.0,4.0,0.0,0.0,2.0,7.0,0.0
45.06933015656036,7.690215110778809,4.0,5.0,0.0,5.0,1.0,0.0,3.0,5.0,5.0,2.0
45.06933015656036,7.692360877990723,3.0,2.0,0.0,13.0,4.0,1.0,3.0,2.0,2.0,0.0
45.06933015656036,7.694506645202637,0.0,6.0,0.0,15.0,1.0,0.0,0.0,1.0,5.0,1.0
45.06933015656036,7.696652412414551,3.0,2.0,0.0,4.0,4.0,0.0,3.0,6.0,6.0,1.0
45.06933015656036,7.698798179626465,2.0,1.0,0.0,7.0,1.0,0.0,7.0,2.0,9.0,0.0
45.06933015656036,7.700943946838379,2.0,0.0,0.0,4.0,0.0,1.0,5.0,7.0,7.0,2.0
45.06933015656036,7.703089714050293,0.0,2.0,0.0,3.0,2.0,2.0,4.0,12.0,4.0,1.0
45.067838895984885,7.662320137023926,2.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,6.0,0.0
45.067838895984885,7.66446590423584,0.0,0.0,0.0,6.0,1.0,0.0,10.0,5.0,4.0,4.0
45.067838895984885,7.666611671447754,0.0,1.0,0.0,12.0,0.0,1.0,5.0,2.0,5.0,4.0
45.067838895984885,7.668757438659668,2.0,12.0,0.0,2.0,1.0,0.0,6.0,0.0,5.0,2.0
45.067838895984885,7.670903205871582,2.0,0.0,0.0,1.0,1.0,0.0,5.0,11.0,1.0,3.0
45.067838895984885,7.673048973083496,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0
45.067838895984885,7.67519474029541,2.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0
45.067838895984885,7.677340507507324,3.0,0.0,0.0,4.0,1.0,0.0,9.0,1.0,2.0,9.0
45.067838895984885,7.679486274719238,2.0,0.0,0.0,3.0,0.0,0.0,12.0,1.0,7.0,1.0
45.067838895984885,7.681632041931152,1.0,0.0,1.0,5.0,0.0,2.0,10.0,1.0,9.0,1.0
45.067838895984885,7.683777809143066,2.0,1.0,0.0,6.0,0.0,2.0,5.0,0.0,12.0,2.0
45.067838895984885,7.6859235763549805,4.0,4.0,0.0,5.0,1.0,0.0,4.0,0.0,8.0,2.0
45.067838895984885,7.6880693435668945,1.0,1.0,0.0,11.0,0.0,1.0,4.0,0.0,10.0,2.0
45.067838895984885,7.690215110778809,2.0,4.0,0.0,13.0,1.0,0.0,0.0,2.0,7.0,1.0
45.067838895984885,7.692360877990723,3.0,2.0,0.0,10.0,2.0,0.0,4.0,1.0,7.0,1.0
45.067838895984885,7.694506645202637,1.0,17.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0
45.067838895984885,7.696652412414551,1.0,1.0,0.0,8.0,5.0,3.0,2.0,1.0,8.0,1.0
45.067838895984885,7.698798179626465,3.0,0.0,0.0,4.0,1.0,0.0,3.0,6.0,10.0,2.0
